location,date,total_cases,new_cases,new_cases_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,stringency_index,population,population_density
United Kingdom,5/27/2020,247596,1624,2131.571,3647.232,23.922,31.399,71.3,67886004,272.898
United Kingdom,5/28/2020,249268,1672,1934.429,3671.861,24.63,28.495,71.3,67886004,272.898
United Kingdom,5/29/2020,251103,1835,1808.286,3698.892,27.031,26.637,69.44,67886004,272.898
United Kingdom,5/30/2020,252863,1760,1692,3724.818,25.926,24.924,69.44,67886004,272.898
United Kingdom,5/31/2020,254390,1527,1615.571,3747.311,22.494,23.798,69.44,67886004,272.898
United Kingdom,6/1/2020,255515,1125,1558.143,3763.883,16.572,22.952,67.59,67886004,272.898
United Kingdom,6/2/2020,256594,1079,1517.429,3779.778,15.894,22.353,67.59,67886004,272.898
United Kingdom,6/3/2020,258035,1441,1491.286,3801.004,21.227,21.967,67.59,67886004,272.898
United Kingdom,6/4/2020,259519,1484,1464.429,3822.865,21.86,21.572,67.59,67886004,272.898
United Kingdom,6/5/2020,260875,1356,1396,3842.839,19.975,20.564,67.59,67886004,272.898
United Kingdom,6/6/2020,262118,1243,1322.143,3861.149,18.31,19.476,67.59,67886004,272.898
United Kingdom,6/7/2020,263238,1120,1264,3877.648,16.498,18.619,67.59,67886004,272.898
United Kingdom,6/8/2020,264039,801,1217.714,3889.447,11.799,17.938,73.15,67886004,272.898
United Kingdom,6/9/2020,264760,721,1166.571,3900.068,10.621,17.184,73.15,67886004,272.898
United Kingdom,6/10/2020,265859,1099,1117.714,3916.256,16.189,16.465,73.15,67886004,272.898
United Kingdom,6/11/2020,267017,1158,1071.143,3933.314,17.058,15.779,73.15,67886004,272.898
United Kingdom,6/12/2020,268216,1199,1048.714,3950.976,17.662,15.448,73.15,67886004,272.898
United Kingdom,6/13/2020,269233,1017,1016.429,3965.957,14.981,14.973,73.15,67886004,272.898
United Kingdom,6/14/2020,270285,1052,1006.714,3981.454,15.497,14.829,73.15,67886004,272.898
United Kingdom,6/15/2020,271175,890,1019.429,3994.564,13.11,15.017,71.3,67886004,272.898
United Kingdom,6/16/2020,271997,822,1033.857,4006.673,12.109,15.229,71.3,67886004,272.898
United Kingdom,6/17/2020,273040,1043,1025.857,4022.037,15.364,15.111,71.3,67886004,272.898
United Kingdom,6/18/2020,274142,1102,1017.857,4038.27,16.233,14.994,71.3,67886004,272.898
United Kingdom,6/19/2020,275155,1013,991.286,4053.192,14.922,14.602,71.3,67886004,272.898
United Kingdom,6/20/2020,276182,1027,992.714,4068.32,15.128,14.623,71.3,67886004,272.898
United Kingdom,6/21/2020,277168,986,983.286,4082.845,14.524,14.484,71.3,67886004,272.898
United Kingdom,6/22/2020,277855,687,954.286,4092.964,10.12,14.057,71.3,67886004,272.898
United Kingdom,6/23/2020,278494,639,928.143,4102.377,9.413,13.672,71.3,67886004,272.898
United Kingdom,6/24/2020,279390,896,907.143,4115.576,13.199,13.363,71.3,67886004,272.898
United Kingdom,6/25/2020,280276,886,876.286,4128.627,13.051,12.908,71.3,67886004,272.898
United Kingdom,6/26/2020,281054,778,842.714,4140.088,11.46,12.414,71.3,67886004,272.898
United Kingdom,6/27/2020,281775,721,799,4150.708,10.621,11.77,71.3,67886004,272.898
United Kingdom,6/28/2020,282446,671,754,4160.593,9.884,11.107,71.3,67886004,272.898
United Kingdom,6/29/2020,283095,649,748.571,4170.153,9.56,11.027,71.3,67886004,272.898
United Kingdom,6/30/2020,283541,446,721,4176.722,6.57,10.621,71.3,67886004,272.898
United Kingdom,7/1/2020,284271,730,697.286,4187.476,10.753,10.271,71.3,67886004,272.898
United Kingdom,7/2/2020,284888,617,658.857,4196.565,9.089,9.705,71.3,67886004,272.898
United Kingdom,7/3/2020,285539,651,640.714,4206.154,9.59,9.438,71.3,67886004,272.898
United Kingdom,7/4/2020,286141,602,623.714,4215.022,8.868,9.188,69.91,67886004,272.898
United Kingdom,7/5/2020,286720,579,610.571,4223.551,8.529,8.994,69.91,67886004,272.898
United Kingdom,7/6/2020,287121,401,575.143,4229.458,5.907,8.472,64.35,67886004,272.898
United Kingdom,7/7/2020,287676,555,590.714,4237.633,8.175,8.702,64.35,67886004,272.898
United Kingdom,7/8/2020,288380,704,587,4248.004,10.37,8.647,64.35,67886004,272.898
United Kingdom,7/9/2020,288977,597,584.143,4256.798,8.794,8.605,64.35,67886004,272.898
United Kingdom,7/10/2020,289670,693,590.143,4267.006,10.208,8.693,64.35,67886004,272.898
United Kingdom,7/11/2020,290385,715,606.286,4277.539,10.532,8.931,64.35,67886004,272.898
United Kingdom,7/12/2020,290950,565,604.286,4285.861,8.323,8.901,64.35,67886004,272.898
United Kingdom,7/13/2020,291392,442,610.143,4292.372,6.511,8.988,64.35,67886004,272.898
United Kingdom,7/14/2020,291753,361,582.429,4297.69,5.318,8.58,64.35,67886004,272.898
United Kingdom,7/15/2020,292479,726,585.571,4308.384,10.694,8.626,64.35,67886004,272.898
United Kingdom,7/16/2020,293164,685,598.143,4318.475,10.09,8.811,64.35,67886004,272.898
United Kingdom,7/17/2020,293936,772,609.429,4329.847,11.372,8.977,64.35,67886004,272.898
United Kingdom,7/18/2020,294640,704,607.857,4340.217,10.37,8.954,64.35,67886004,272.898
United Kingdom,7/19/2020,295209,569,608.429,4348.599,8.382,8.963,64.35,67886004,272.898
United Kingdom,7/20/2020,295702,493,615.714,4355.861,7.262,9.07,64.35,67886004,272.898
United Kingdom,7/21/2020,296115,413,623.143,4361.945,6.084,9.179,64.35,67886004,272.898
United Kingdom,7/22/2020,296908,793,632.714,4373.626,11.681,9.32,64.35,67886004,272.898
United Kingdom,7/23/2020,297659,751,642.143,4384.689,11.063,9.459,64.35,67886004,272.898
United Kingdom,7/24/2020,298432,773,642.286,4396.076,11.387,9.461,64.35,67886004,272.898
United Kingdom,7/25/2020,299163,731,646.143,4406.844,10.768,9.518,64.35,67886004,272.898
United Kingdom,7/26/2020,299830,667,660.143,4416.669,9.825,9.724,64.35,67886004,272.898
United Kingdom,7/27/2020,300251,421,649.857,4422.87,6.202,9.573,64.35,67886004,272.898
United Kingdom,7/28/2020,300622,371,643.857,4428.335,5.465,9.484,64.35,67886004,272.898
United Kingdom,7/29/2020,300692,70,540.571,4429.367,1.031,7.963,64.35,67886004,272.898
United Kingdom,7/30/2020,301455,763,542.286,4440.606,11.239,7.988,64.35,67886004,272.898
United Kingdom,7/31/2020,302301,846,552.714,4453.068,12.462,8.142,64.35,67886004,272.898
United Kingdom,8/1/2020,303181,880,574,4466.031,12.963,8.455,68.06,67886004,272.898
United Kingdom,8/2/2020,303952,771,588.857,4477.388,11.357,8.674,68.06,67886004,272.898
United Kingdom,8/3/2020,304695,743,634.857,4488.333,10.945,9.352,68.06,67886004,272.898
United Kingdom,8/4/2020,305623,928,714.429,4502.003,13.67,10.524,68.06,67886004,272.898
United Kingdom,8/5/2020,306293,670,800.143,4511.873,9.869,11.787,68.06,67886004,272.898
United Kingdom,8/6/2020,307184,891,818.429,4524.998,13.125,12.056,68.06,67886004,272.898
United Kingdom,8/7/2020,308134,950,833.286,4538.992,13.994,12.275,68.06,67886004,272.898
United Kingdom,8/8/2020,309005,871,832,4551.822,12.83,12.256,68.06,67886004,272.898
United Kingdom,8/9/2020,309763,758,830.143,4562.988,11.166,12.228,68.06,67886004,272.898
United Kingdom,8/10/2020,310825,1062,875.714,4578.632,15.644,12.9,68.06,67886004,272.898
United Kingdom,8/11/2020,311641,816,859.714,4590.652,12.02,12.664,68.06,67886004,272.898
United Kingdom,8/12/2020,312789,1148,928,4607.562,16.911,13.67,68.06,67886004,272.898
United Kingdom,8/13/2020,313798,1009,944.857,4622.426,14.863,13.918,64.35,67886004,272.898
United Kingdom,8/14/2020,314927,1129,970.429,4639.056,16.631,14.295,64.35,67886004,272.898
United Kingdom,8/15/2020,316367,1440,1051.714,4660.268,21.212,15.492,64.35,67886004,272.898
United Kingdom,8/16/2020,317444,1077,1097.286,4676.133,15.865,16.164,64.35,67886004,272.898
United Kingdom,8/17/2020,318484,1040,1094.143,4691.453,15.32,16.117,64.35,67886004,272.898
United Kingdom,8/18/2020,319197,713,1079.429,4701.956,10.503,15.901,64.35,67886004,272.898
United Kingdom,8/19/2020,320286,1089,1071,4717.998,16.042,15.776,64.35,67886004,272.898
United Kingdom,8/20/2020,321098,812,1042.857,4729.959,11.961,15.362,64.35,67886004,272.898
United Kingdom,8/21/2020,322280,1182,1050.429,4747.37,17.412,15.473,64.35,67886004,272.898
United Kingdom,8/22/2020,323313,1033,992.286,4762.587,15.217,14.617,64.35,67886004,272.898
United Kingdom,8/23/2020,324601,1288,1022.429,4781.56,18.973,15.061,64.35,67886004,272.898
United Kingdom,8/24/2020,325642,1041,1022.571,4796.895,15.335,15.063,64.35,67886004,272.898
United Kingdom,8/25/2020,326614,972,1059.571,4811.213,14.318,15.608,64.35,67886004,272.898
United Kingdom,8/26/2020,327798,1184,1073.143,4828.654,17.441,15.808,64.35,67886004,272.898
United Kingdom,8/27/2020,328846,1048,1106.857,4844.091,15.438,16.305,64.35,67886004,272.898
United Kingdom,8/28/2020,330368,1522,1155.429,4866.511,22.42,17.02,64.35,67886004,272.898
United Kingdom,8/29/2020,331644,1276,1190.143,4885.307,18.796,17.531,64.35,67886004,272.898
United Kingdom,8/30/2020,332752,1108,1164.429,4901.629,16.321,17.153,64.35,67886004,272.898
United Kingdom,8/31/2020,334467,1715,1260.714,4926.892,25.263,18.571,64.35,67886004,272.898
United Kingdom,9/1/2020,335873,1406,1322.714,4947.603,20.711,19.484,62.5,67886004,272.898
United Kingdom,9/2/2020,337168,1295,1338.571,4966.679,19.076,19.718,62.5,67886004,272.898
United Kingdom,9/3/2020,338676,1508,1404.286,4988.893,22.214,20.686,62.5,67886004,272.898
United Kingdom,9/4/2020,340411,1735,1434.714,5014.45,25.558,21.134,62.5,67886004,272.898
United Kingdom,9/5/2020,342351,1940,1529.571,5043.028,28.577,22.531,62.5,67886004,272.898
United Kingdom,9/6/2020,344164,1813,1630.286,5069.734,26.707,24.015,62.5,67886004,272.898
United Kingdom,9/7/2020,347152,2988,1812.143,5113.749,44.015,26.694,62.5,67886004,272.898
United Kingdom,9/8/2020,350100,2948,2032.429,5157.175,43.426,29.939,62.5,67886004,272.898
United Kingdom,9/9/2020,352560,2460,2198.857,5193.412,36.237,32.39,62.5,67886004,272.898
United Kingdom,9/10/2020,355219,2659,2363.286,5232.581,39.169,34.813,62.5,67886004,272.898
United Kingdom,9/11/2020,358138,2919,2532.429,5275.579,42.999,37.304,62.5,67886004,272.898
United Kingdom,9/12/2020,361677,3539,2760.857,5327.711,52.132,40.669,62.5,67886004,272.898
United Kingdom,9/13/2020,365174,3497,3001.429,5379.224,51.513,44.213,62.5,67886004,272.898
United Kingdom,9/14/2020,368504,3330,3050.286,5428.276,49.053,44.932,62.5,67886004,272.898
United Kingdom,9/15/2020,371125,2621,3003.571,5466.885,38.609,44.244,62.5,67886004,272.898
United Kingdom,9/16/2020,374228,3103,3095.429,5512.594,45.709,45.597,62.5,67886004,272.898
United Kingdom,9/17/2020,378219,3991,3285.714,5571.384,58.79,48.4,62.5,67886004,272.898
United Kingdom,9/18/2020,381614,3395,3353.714,5621.394,50.01,49.402,63.89,67886004,272.898
United Kingdom,9/19/2020,385936,4322,3465.571,5685.06,63.666,51.05,63.89,67886004,272.898
United Kingdom,9/20/2020,390358,4422,3597.714,5750.199,65.139,52.996,63.89,67886004,272.898
United Kingdom,9/21/2020,394257,3899,3679,5807.633,57.435,54.194,63.89,67886004,272.898
United Kingdom,9/22/2020,398625,4368,3928.571,5871.976,64.343,57.87,52.78,67886004,272.898
United Kingdom,9/23/2020,403551,4926,4189,5944.539,72.563,61.706,63.89,67886004,272.898
